Order_ID,Order_Date,Year,Month,City,Restaurant_Name,Category,Customer_ID,Quantity,Sales_Amount,Discount,Delivery_Fee,Cost_Amount,Profit,Payment_Mode,Order_Status
ZM104402,2025-11-03,2025,November,Hyderabad,Pizza Hub,Chinese,C5402,2,2088,167,22,1378,565,Cash,Delivered
ZM104403,2021-10-25,2021,October,Bangalore,Pizza Hub,BBQ,C5403,2,2048,112,69,1288,717,UPI,Delivered
ZM104404,2023-10-04,2023,October,Hyderabad,Biryani House,South Indian,C5404,4,1153,137,82,867,231,Cash,Delivered
ZM104405,2025-12-27,2025,December,Delhi,Roll Factory,Burger,C5405,2,1663,143,53,1139,434,Cash,Delivered
ZM104406,2022-12-17,2022,December,Mumbai,South Spice,Pizza,C5406,3,1360,127,56,875,414,Cash,Delivered
ZM104407,2020-12-09,2020,December,Delhi,South Spice,BBQ,C5407,1,2418,177,39,1968,312,UPI,Cancelled
ZM104408,2020-10-22,2020,October,Chennai,South Spice,Biryani,C5408,3,1598,140,69,1295,232,UPI,Delivered
ZM104409,2024-10-28,2024,October,Mumbai,BBQ Nation,Chinese,C5409,5,1441,148,70,997,366,Card,Delivered
ZM104410,2024-03-06,2024,March,Pune,Roll Factory,Chinese,C5410,3,719,50,24,431,262,Card,Cancelled
ZM104411,2020-10-06,2020,October,Chennai,Roll Factory,BBQ,C5411,5,2184,117,77,1641,503,UPI,Cancelled
ZM104412,2021-06-18,2021,June,Pune,Burger Point,South Indian,C5412,1,1095,134,56,918,99,Cash,Delivered
ZM104413,2022-01-24,2022,January,Kolkata,Roll Factory,South Indian,C5413,2,565,152,79,376,116,Cash,Delivered
ZM104414,2023-08-04,2023,August,Delhi,BBQ Nation,Chinese,C5414,4,2094,11,98,1287,894,Card,Delivered
ZM104415,2020-04-10,2020,April,Bangalore,South Spice,South Indian,C5415,4,1258,94,80,872,372,Card,Delivered
ZM104416,2025-10-17,2025,October,Chennai,Burger Point,Rolls,C5416,2,759,80,85,500,264,Cash,Cancelled
ZM104417,2024-03-09,2024,March,Mumbai,Chinese Wok,Chinese,C5417,5,2060,131,51,1714,266,UPI,Cancelled
ZM104418,2024-09-11,2024,September,Delhi,South Spice,South Indian,C5418,3,309,81,20,190,58,Card,Delivered
ZM104419,2023-12-16,2023,December,Bangalore,Biryani House,Pizza,C5419,5,1809,197,87,1360,339,Cash,Cancelled
ZM104420,2026-01-31,2026,January,Delhi,South Spice,Burger,C5420,1,2077,160,77,1518,476,UPI,Delivered
ZM104421,2021-10-17,2021,October,Chennai,South Spice,Rolls,C5421,3,1579,159,66,1224,262,UPI,Delivered
ZM104422,2024-07-23,2024,July,Hyderabad,South Spice,Rolls,C5422,4,2023,196,74,1242,659,UPI,Cancelled
ZM104423,2026-01-20,2026,January,Kolkata,Chinese Wok,Burger,C5423,4,270,81,72,198,63,Card,Delivered
ZM104424,2023-01-07,2023,January,Hyderabad,Chinese Wok,Chinese,C5424,3,2172,81,93,1487,697,UPI,Delivered
ZM104425,2021-10-13,2021,October,Pune,Chinese Wok,BBQ,C5425,4,273,146,33,166,-6,Cash,Delivered
ZM104426,2025-01-29,2025,January,Mumbai,Pizza Hub,Pizza,C5426,2,839,17,50,661,211,Cash,Delivered
ZM104427,2024-06-08,2024,June,Mumbai,BBQ Nation,South Indian,C5427,4,1918,9,90,1627,372,Cash,Delivered
ZM104428,2020-08-27,2020,August,Kolkata,Pizza Hub,Rolls,C5428,3,675,82,32,493,132,Card,Delivered
ZM104429,2020-03-15,2020,March,Delhi,Roll Factory,Chinese,C5429,5,2355,34,68,1985,404,UPI,Delivered
ZM104430,2025-11-13,2025,November,Hyderabad,BBQ Nation,BBQ,C5430,3,2075,149,86,1568,444,Cash,Delivered
ZM104431,2020-06-07,2020,June,Pune,Burger Point,BBQ,C5431,3,1786,121,93,1273,485,Cash,Delivered
ZM104432,2025-02-06,2025,February,Hyderabad,Roll Factory,Rolls,C5432,1,691,177,80,513,81,Card,Delivered
ZM104433,2022-08-03,2022,August,Delhi,BBQ Nation,Chinese,C5433,1,901,78,72,743,152,Card,Delivered
ZM104434,2021-11-14,2021,November,Pune,Biryani House,Chinese,C5434,3,1443,19,31,1143,312,Card,Delivered
ZM104435,2020-09-17,2020,September,Delhi,Burger Point,Burger,C5435,2,2476,135,49,1677,713,Card,Delivered
ZM104436,2022-07-29,2022,July,Delhi,BBQ Nation,Chinese,C5436,3,1263,19,26,1029,241,Cash,Delivered
ZM104437,2022-08-06,2022,August,Delhi,South Spice,Rolls,C5437,3,1688,152,69,1248,357,Cash,Delivered
ZM104438,2025-04-18,2025,April,Kolkata,BBQ Nation,Biryani,C5438,3,1727,140,35,1275,347,Cash,Cancelled
ZM104439,2025-04-04,2025,April,Delhi,Roll Factory,Pizza,C5439,2,2398,98,82,1735,647,UPI,Delivered
ZM104440,2024-11-07,2024,November,Mumbai,BBQ Nation,South Indian,C5440,2,691,191,55,452,103,Card,Delivered
ZM104441,2021-04-25,2021,April,Kolkata,Biryani House,Chinese,C5441,4,781,149,34,586,80,UPI,Cancelled
ZM104442,2021-02-26,2021,February,Kolkata,Chinese Wok,Pizza,C5442,2,2466,44,43,1723,742,Cash,Delivered
ZM104443,2022-06-02,2022,June,Hyderabad,Burger Point,Chinese,C5443,5,1984,126,86,1191,753,UPI,Delivered
ZM104444,2026-05-10,2026,May,Hyderabad,Roll Factory,Pizza,C5444,1,991,35,79,707,328,UPI,Delivered
ZM104445,2021-01-24,2021,January,Delhi,Chinese Wok,BBQ,C5445,2,2220,159,72,1638,495,Cash,Delivered
ZM104446,2021-12-08,2021,December,Delhi,BBQ Nation,Burger,C5446,1,413,93,77,330,67,Cash,Delivered
ZM104447,2020-04-28,2020,April,Delhi,Burger Point,Burger,C5447,4,1111,96,93,869,239,UPI,Delivered
ZM104448,2025-10-26,2025,October,Delhi,South Spice,BBQ,C5448,1,2155,11,94,1569,669,Card,Delivered
ZM104449,2021-08-04,2021,August,Mumbai,Chinese Wok,Pizza,C5449,4,1286,49,49,888,398,UPI,Cancelled
ZM104450,2023-10-03,2023,October,Kolkata,Pizza Hub,Burger,C5450,4,1191,151,70,992,118,Cash,Cancelled
ZM104451,2025-07-06,2025,July,Hyderabad,Roll Factory,South Indian,C5451,1,1805,144,98,1116,643,Card,Cancelled
ZM104452,2024-11-17,2024,November,Chennai,South Spice,Pizza,C5452,2,1113,22,20,866,245,Card,Delivered
ZM104453,2021-06-30,2021,June,Hyderabad,BBQ Nation,Pizza,C5453,1,817,151,32,588,110,Cash,Cancelled
ZM104454,2020-09-12,2020,September,Mumbai,Biryani House,Chinese,C5454,3,1953,138,68,1398,485,Card,Delivered
ZM104455,2025-06-15,2025,June,Pune,Roll Factory,Pizza,C5455,3,2223,90,28,1707,454,Card,Delivered
ZM104456,2024-07-26,2024,July,Hyderabad,Burger Point,Burger,C5456,1,364,185,82,272,-11,UPI,Delivered
ZM104457,2023-04-29,2023,April,Pune,BBQ Nation,Chinese,C5457,2,2337,165,70,1794,448,Card,Delivered
ZM104458,2020-12-21,2020,December,Mumbai,South Spice,BBQ,C5458,1,966,47,31,622,328,Card,Delivered
ZM104459,2021-04-03,2021,April,Mumbai,Roll Factory,Rolls,C5459,5,1869,82,81,1213,655,Card,Cancelled
ZM104460,2022-02-02,2022,February,Pune,Biryani House,Burger,C5460,1,1380,118,25,1127,160,Cash,Delivered
ZM104461,2024-08-20,2024,August,Mumbai,BBQ Nation,South Indian,C5461,5,2329,171,72,1977,253,Cash,Cancelled
ZM104462,2020-11-26,2020,November,Mumbai,South Spice,Rolls,C5462,5,1089,186,24,732,195,Cash,Cancelled
ZM104463,2022-07-03,2022,July,Hyderabad,BBQ Nation,Chinese,C5463,1,1749,174,82,1316,341,Cash,Delivered
ZM104464,2026-01-22,2026,January,Chennai,Biryani House,South Indian,C5464,3,1863,107,43,1155,644,Card,Delivered
ZM104465,2023-06-28,2023,June,Mumbai,Roll Factory,Pizza,C5465,5,1645,141,20,1276,248,Cash,Delivered
ZM104466,2023-04-06,2023,April,Kolkata,South Spice,Rolls,C5466,4,1928,183,29,1183,591,Card,Delivered
ZM104467,2023-01-25,2023,January,Bangalore,Biryani House,South Indian,C5467,5,958,185,44,749,68,Card,Delivered
ZM104468,2020-04-07,2020,April,Bangalore,Pizza Hub,South Indian,C5468,3,741,194,82,495,134,Card,Delivered
ZM104469,2024-02-19,2024,February,Bangalore,Pizza Hub,BBQ,C5469,4,273,108,43,164,44,Card,Delivered
ZM104470,2025-09-22,2025,September,Delhi,BBQ Nation,Pizza,C5470,5,1697,23,96,1252,518,Cash,Cancelled
ZM104471,2022-04-07,2022,April,Mumbai,BBQ Nation,Pizza,C5471,4,2455,176,86,1581,784,Card,Delivered
ZM104472,2022-11-16,2022,November,Chennai,Roll Factory,Pizza,C5472,3,890,82,89,601,296,Card,Cancelled
ZM104473,2020-12-25,2020,December,Pune,Roll Factory,BBQ,C5473,5,800,2,69,659,208,Cash,Delivered
ZM104474,2021-09-21,2021,September,Bangalore,Roll Factory,South Indian,C5474,3,313,29,75,192,167,Cash,Delivered
ZM104475,2021-12-18,2021,December,Pune,Chinese Wok,Biryani,C5475,2,2462,102,58,1907,511,Cash,Delivered
ZM104476,2024-09-30,2024,September,Bangalore,BBQ Nation,Rolls,C5476,3,1858,63,90,1265,620,Cash,Delivered
ZM104477,2024-03-05,2024,March,Pune,Burger Point,Biryani,C5477,3,835,198,89,629,97,Cash,Delivered
ZM104478,2024-10-14,2024,October,Bangalore,Biryani House,Pizza,C5478,3,767,66,32,523,210,Card,Cancelled
ZM104479,2020-12-08,2020,December,Bangalore,Pizza Hub,BBQ,C5479,1,1674,124,26,1202,374,UPI,Cancelled
ZM104480,2022-06-08,2022,June,Bangalore,Roll Factory,Burger,C5480,2,1223,144,38,1026,91,Card,Delivered
ZM104481,2023-01-30,2023,January,Pune,Biryani House,Chinese,C5481,5,1372,92,53,987,346,Card,Delivered
ZM104482,2020-09-01,2020,September,Hyderabad,BBQ Nation,South Indian,C5482,1,1659,155,81,1392,193,Cash,Delivered
ZM104483,2024-12-15,2024,December,Delhi,Burger Point,South Indian,C5483,1,993,172,20,797,44,Cash,Delivered
ZM104484,2022-01-08,2022,January,Hyderabad,Pizza Hub,Rolls,C5484,5,275,32,88,175,156,Card,Delivered
ZM104485,2025-01-11,2025,January,Pune,South Spice,Biryani,C5485,4,576,128,39,371,116,UPI,Delivered
ZM104486,2025-01-26,2025,January,Hyderabad,BBQ Nation,South Indian,C5486,5,880,158,83,652,153,Card,Delivered
ZM104487,2024-08-30,2024,August,Hyderabad,Chinese Wok,Biryani,C5487,1,1456,6,81,927,604,UPI,Delivered
ZM104488,2024-08-25,2024,August,Hyderabad,Roll Factory,South Indian,C5488,5,1361,194,87,1156,98,UPI,Delivered
ZM104489,2022-01-28,2022,January,Delhi,Biryani House,Biryani,C5489,2,2468,171,51,1819,529,UPI,Delivered
ZM104490,2023-07-15,2023,July,Mumbai,Roll Factory,South Indian,C5490,4,2320,75,79,1921,403,Card,Delivered
ZM104491,2021-05-17,2021,May,Pune,Chinese Wok,Biryani,C5491,2,1279,148,74,790,415,Card,Delivered
ZM104492,2023-02-09,2023,February,Hyderabad,BBQ Nation,South Indian,C5492,1,222,168,77,188,-57,UPI,Cancelled
ZM104493,2026-05-22,2026,May,Bangalore,Chinese Wok,BBQ,C5493,4,1581,121,43,1261,242,Card,Delivered
ZM104494,2022-07-06,2022,July,Bangalore,Biryani House,Chinese,C5494,3,1139,36,53,850,306,UPI,Delivered
ZM104495,2023-12-30,2023,December,Delhi,Chinese Wok,Pizza,C5495,4,1158,49,69,699,479,Card,Delivered
ZM104496,2021-05-02,2021,May,Pune,BBQ Nation,Chinese,C5496,1,1701,148,41,1023,571,Cash,Delivered
ZM104497,2021-04-08,2021,April,Bangalore,Biryani House,Rolls,C5497,4,2136,35,35,1393,743,Cash,Delivered
ZM104498,2025-05-20,2025,May,Mumbai,Roll Factory,Pizza,C5498,5,2081,194,29,1262,654,Cash,Delivered
ZM104499,2024-11-12,2024,November,Hyderabad,Pizza Hub,Rolls,C5499,5,1591,77,93,1196,411,UPI,Delivered
ZM104500,2023-01-20,2023,January,Pune,Chinese Wok,Rolls,C5500,2,1314,187,33,1024,136,Cash,Cancelled
ZM104501,2025-04-27,2025,April,Chennai,BBQ Nation,BBQ,C5501,3,563,149,81,358,137,Card,Cancelled
ZM104502,2020-09-18,2020,September,Bangalore,Chinese Wok,Rolls,C5502,2,1382,23,54,1027,386,Card,Delivered
ZM104503,2020-07-25,2020,July,Pune,South Spice,Biryani,C5503,3,2054,144,73,1351,632,Cash,Delivered
ZM104504,2021-12-19,2021,December,Hyderabad,Biryani House,South Indian,C5504,5,701,1,61,556,205,Card,Delivered
ZM104505,2023-02-02,2023,February,Bangalore,Burger Point,Chinese,C5505,2,1168,119,88,968,169,UPI,Delivered
ZM104506,2025-05-10,2025,May,Hyderabad,Pizza Hub,Biryani,C5506,5,318,108,89,218,81,Card,Cancelled
ZM104507,2024-12-20,2024,December,Bangalore,Roll Factory,Chinese,C5507,5,397,120,63,247,93,UPI,Delivered
ZM104508,2022-02-05,2022,February,Delhi,Chinese Wok,Chinese,C5508,2,456,188,22,352,-62,Cash,Delivered
ZM104509,2024-06-26,2024,June,Kolkata,Roll Factory,Biryani,C5509,5,2314,6,27,1738,597,UPI,Delivered
ZM104510,2021-01-08,2021,January,Bangalore,South Spice,Biryani,C5510,4,2369,3,36,1922,480,Card,Delivered
ZM104511,2022-06-26,2022,June,Chennai,Burger Point,Chinese,C5511,3,1880,117,41,1375,429,UPI,Delivered
ZM104512,2025-03-24,2025,March,Delhi,South Spice,Chinese,C5512,5,405,70,60,298,97,Cash,Delivered
ZM104513,2022-05-16,2022,May,Delhi,South Spice,Chinese,C5513,4,1057,173,26,813,97,Cash,Cancelled
ZM104514,2023-09-23,2023,September,Hyderabad,BBQ Nation,Rolls,C5514,5,266,182,81,187,-22,UPI,Delivered
ZM104515,2023-11-19,2023,November,Chennai,Burger Point,BBQ,C5515,3,1747,175,82,1477,177,Cash,Cancelled
ZM104516,2024-04-10,2024,April,Chennai,Pizza Hub,BBQ,C5516,1,1636,119,37,1255,299,Cash,Delivered
ZM104517,2024-10-19,2024,October,Chennai,Biryani House,Biryani,C5517,2,1206,194,82,944,150,Cash,Delivered
ZM104518,2025-09-11,2025,September,Hyderabad,South Spice,Rolls,C5518,5,1603,133,62,1018,514,Card,Delivered
ZM104519,2021-03-18,2021,March,Delhi,BBQ Nation,Pizza,C5519,2,1853,194,80,1384,355,Cash,Delivered
ZM104520,2022-12-01,2022,December,Kolkata,Burger Point,Biryani,C5520,1,2260,88,75,1430,817,Card,Delivered
ZM104521,2022-04-04,2022,April,Kolkata,Roll Factory,Burger,C5521,5,406,180,64,278,12,UPI,Delivered
ZM104522,2022-01-06,2022,January,Kolkata,South Spice,Biryani,C5522,3,1640,31,77,1284,402,UPI,Delivered
ZM104523,2026-05-21,2026,May,Kolkata,Burger Point,Chinese,C5523,4,560,186,40,392,22,Card,Delivered
ZM104524,2022-12-16,2022,December,Pune,Roll Factory,Pizza,C5524,2,1680,76,35,1237,402,Card,Delivered
ZM104525,2022-05-31,2022,May,Kolkata,BBQ Nation,Burger,C5525,2,1436,134,44,1148,198,Card,Delivered
ZM104526,2023-09-22,2023,September,Mumbai,Pizza Hub,South Indian,C5526,3,2340,33,56,1954,409,Card,Delivered
ZM104527,2024-12-28,2024,December,Hyderabad,South Spice,Burger,C5527,5,923,70,42,579,316,Cash,Delivered
ZM104528,2024-10-24,2024,October,Hyderabad,Biryani House,South Indian,C5528,3,2084,78,55,1385,676,UPI,Delivered
ZM104529,2024-08-16,2024,August,Kolkata,South Spice,BBQ,C5529,1,1717,58,94,1073,680,Card,Cancelled
ZM104530,2022-05-24,2022,May,Delhi,Pizza Hub,Pizza,C5530,3,941,125,77,599,294,Cash,Delivered
ZM104531,2023-11-21,2023,November,Mumbai,South Spice,Rolls,C5531,3,1702,52,87,1165,572,Cash,Delivered
ZM104532,2021-04-10,2021,April,Bangalore,Biryani House,Burger,C5532,4,1432,50,36,895,523,Cash,Delivered
ZM104533,2020-05-29,2020,May,Delhi,South Spice,Biryani,C5533,2,949,79,91,706,255,Cash,Cancelled
ZM104534,2024-01-20,2024,January,Delhi,Biryani House,Rolls,C5534,2,642,41,40,538,103,Card,Delivered
ZM104535,2025-01-24,2025,January,Pune,BBQ Nation,Burger,C5535,2,1796,135,31,1298,394,UPI,Delivered
ZM104536,2022-01-01,2022,January,Chennai,Pizza Hub,BBQ,C5536,3,968,40,33,591,370,Card,Cancelled
ZM104537,2021-01-29,2021,January,Delhi,Chinese Wok,Chinese,C5537,2,2353,137,73,1943,346,UPI,Delivered
ZM104538,2023-08-27,2023,August,Chennai,Biryani House,South Indian,C5538,4,1001,125,84,705,255,UPI,Delivered
ZM104539,2024-01-20,2024,January,Kolkata,Burger Point,BBQ,C5539,5,803,116,61,635,113,Cash,Cancelled
ZM104540,2025-01-20,2025,January,Bangalore,Pizza Hub,South Indian,C5540,3,1050,183,93,842,118,Card,Delivered
ZM104541,2023-06-11,2023,June,Delhi,Burger Point,Rolls,C5541,1,2105,30,21,1296,800,UPI,Delivered
ZM104542,2022-03-21,2022,March,Mumbai,Burger Point,South Indian,C5542,3,1952,173,94,1516,357,Cash,Delivered
ZM104543,2023-06-10,2023,June,Kolkata,South Spice,Burger,C5543,1,435,75,81,319,122,UPI,Delivered
ZM104544,2024-02-06,2024,February,Kolkata,BBQ Nation,Pizza,C5544,3,1414,196,75,1163,130,UPI,Delivered
ZM104545,2026-01-05,2026,January,Delhi,Roll Factory,Burger,C5545,3,836,133,25,706,22,Cash,Delivered
ZM104546,2022-03-26,2022,March,Chennai,BBQ Nation,South Indian,C5546,2,271,42,54,183,100,Card,Delivered
ZM104547,2025-10-28,2025,October,Delhi,Biryani House,Burger,C5547,4,888,135,83,638,198,Cash,Delivered
ZM104548,2021-12-20,2021,December,Kolkata,Burger Point,Biryani,C5548,4,425,76,52,292,109,Card,Delivered
ZM104549,2025-07-10,2025,July,Chennai,Biryani House,South Indian,C5549,3,618,24,47,414,227,UPI,Delivered
ZM104550,2026-06-10,2026,June,Mumbai,Biryani House,Chinese,C5550,5,586,136,33,405,78,Card,Cancelled
ZM104551,2022-03-06,2022,March,Hyderabad,South Spice,Biryani,C5551,3,415,158,86,262,81,Card,Delivered
ZM104552,2024-06-30,2024,June,Chennai,Pizza Hub,BBQ,C5552,2,1962,80,30,1649,263,Cash,Cancelled
ZM104553,2021-11-27,2021,November,Pune,Chinese Wok,South Indian,C5553,3,1187,149,35,749,324,Card,Delivered
ZM104554,2023-06-13,2023,June,Kolkata,Roll Factory,Rolls,C5554,3,1767,150,68,1088,597,UPI,Delivered
ZM104555,2025-06-19,2025,June,Delhi,Chinese Wok,BBQ,C5555,2,338,79,37,268,28,UPI,Delivered
ZM104556,2022-09-13,2022,September,Hyderabad,Biryani House,BBQ,C5556,3,1223,7,56,769,503,UPI,Cancelled
ZM104557,2024-12-22,2024,December,Bangalore,Chinese Wok,Chinese,C5557,3,2262,57,68,1665,608,UPI,Cancelled
ZM104558,2024-02-01,2024,February,Kolkata,Chinese Wok,Biryani,C5558,4,1775,170,75,1153,527,Cash,Delivered
ZM104559,2022-12-29,2022,December,Pune,Biryani House,South Indian,C5559,4,632,24,22,455,175,Card,Delivered
ZM104560,2025-02-05,2025,February,Kolkata,Burger Point,Pizza,C5560,5,1727,70,20,1179,498,Cash,Cancelled
ZM104561,2025-02-12,2025,February,Hyderabad,Pizza Hub,Biryani,C5561,1,2211,105,43,1642,507,Card,Delivered
ZM104562,2020-04-18,2020,April,Pune,Biryani House,Chinese,C5562,4,517,84,80,322,191,Card,Delivered
ZM104563,2021-01-02,2021,January,Bangalore,Pizza Hub,Chinese,C5563,5,1588,148,27,1254,213,Cash,Delivered
ZM104564,2021-08-16,2021,August,Chennai,South Spice,South Indian,C5564,1,554,105,75,351,173,Card,Delivered
ZM104565,2023-07-26,2023,July,Mumbai,Roll Factory,BBQ,C5565,5,1950,30,85,1336,669,Cash,Delivered
ZM104566,2024-06-28,2024,June,Kolkata,Biryani House,Pizza,C5566,1,367,61,34,256,84,UPI,Cancelled
ZM104567,2023-12-20,2023,December,Chennai,Pizza Hub,Burger,C5567,5,2231,180,89,1448,692,UPI,Delivered
ZM104568,2026-03-08,2026,March,Bangalore,Biryani House,Biryani,C5568,3,1844,131,27,1308,432,Cash,Delivered
ZM104569,2020-11-24,2020,November,Mumbai,Biryani House,BBQ,C5569,2,616,82,68,502,100,Cash,Delivered
ZM104570,2024-08-04,2024,August,Hyderabad,Chinese Wok,Chinese,C5570,4,1786,133,36,1351,338,UPI,Delivered
ZM104571,2025-12-16,2025,December,Bangalore,Pizza Hub,Burger,C5571,3,689,15,28,448,254,Cash,Delivered
ZM104572,2022-03-22,2022,March,Chennai,BBQ Nation,Pizza,C5572,4,1209,22,28,839,376,Card,Delivered
ZM104573,2023-04-08,2023,April,Delhi,Chinese Wok,BBQ,C5573,3,1697,104,62,1140,515,Cash,Delivered
ZM104574,2021-06-12,2021,June,Pune,Pizza Hub,Chinese,C5574,2,1780,129,36,1391,296,Card,Cancelled
ZM104575,2022-09-21,2022,September,Hyderabad,Roll Factory,Rolls,C5575,1,1242,32,55,1012,253,Cash,Delivered
ZM104576,2022-02-15,2022,February,Kolkata,BBQ Nation,Burger,C5576,2,833,100,48,575,206,Cash,Delivered
ZM104577,2022-09-16,2022,September,Bangalore,Chinese Wok,BBQ,C5577,1,624,150,24,431,67,UPI,Cancelled
ZM104578,2021-02-12,2021,February,Chennai,Biryani House,South Indian,C5578,2,853,62,94,623,262,UPI,Cancelled
ZM104579,2021-08-30,2021,August,Delhi,Biryani House,Rolls,C5579,1,1749,23,83,1255,554,UPI,Delivered
ZM104580,2021-08-21,2021,August,Mumbai,South Spice,Burger,C5580,1,1000,141,82,686,255,Cash,Cancelled
ZM104581,2025-09-16,2025,September,Delhi,Chinese Wok,South Indian,C5581,1,498,9,46,396,139,UPI,Delivered
ZM104582,2025-08-22,2025,August,Chennai,Biryani House,Pizza,C5582,2,1179,99,24,787,317,UPI,Cancelled
ZM104583,2023-02-14,2023,February,Kolkata,Roll Factory,Chinese,C5583,3,2452,74,99,1644,833,UPI,Delivered
ZM104584,2023-02-09,2023,February,Pune,Chinese Wok,Rolls,C5584,5,2049,115,78,1384,628,Cash,Cancelled
ZM104585,2022-06-17,2022,June,Kolkata,South Spice,Pizza,C5585,1,1388,165,60,1130,153,Card,Delivered
ZM104586,2022-02-17,2022,February,Pune,Pizza Hub,Burger,C5586,4,865,127,95,672,161,UPI,Delivered
ZM104587,2024-06-29,2024,June,Kolkata,Chinese Wok,Pizza,C5587,2,1356,184,41,827,386,Cash,Delivered
ZM104588,2020-09-05,2020,September,Pune,South Spice,Pizza,C5588,3,1061,3,70,830,298,Cash,Delivered
ZM104589,2025-12-29,2025,December,Pune,South Spice,Burger,C5589,4,2334,139,95,1593,697,UPI,Delivered
ZM104590,2020-12-27,2020,December,Delhi,Pizza Hub,Burger,C5590,3,559,174,96,366,115,Card,Cancelled
ZM104591,2021-11-17,2021,November,Hyderabad,BBQ Nation,BBQ,C5591,1,232,103,51,153,27,Cash,Delivered
ZM104592,2024-12-22,2024,December,Hyderabad,South Spice,Biryani,C5592,4,1577,178,75,1192,282,Card,Delivered
ZM104593,2022-03-21,2022,March,Bangalore,Pizza Hub,Biryani,C5593,5,2137,141,72,1359,709,Card,Delivered
ZM104594,2022-02-01,2022,February,Mumbai,South Spice,Burger,C5594,4,665,171,54,505,43,UPI,Delivered
ZM104595,2025-06-06,2025,June,Pune,Burger Point,Burger,C5595,3,1071,177,99,750,243,Card,Delivered
ZM104596,2024-06-03,2024,June,Kolkata,Roll Factory,Pizza,C5596,2,2108,125,71,1763,291,Card,Cancelled
ZM104597,2021-10-20,2021,October,Chennai,Burger Point,BBQ,C5597,5,2249,102,96,1894,349,Cash,Cancelled
ZM104598,2020-01-17,2020,January,Delhi,Pizza Hub,Rolls,C5598,5,1501,122,73,1008,444,Cash,Delivered
ZM104599,2025-04-29,2025,April,Delhi,Pizza Hub,Rolls,C5599,2,557,143,37,337,114,Card,Delivered
ZM104600,2023-09-14,2023,September,Chennai,Pizza Hub,Pizza,C5600,4,1475,173,58,1075,285,Cash,Delivered
ZM104601,2024-09-27,2024,September,Chennai,BBQ Nation,Rolls,C5601,3,1812,37,40,1096,719,Card,Delivered
ZM104602,2021-10-17,2021,October,Mumbai,BBQ Nation,Burger,C5602,4,962,105,60,696,221,Card,Cancelled
ZM104603,2024-02-14,2024,February,Hyderabad,Roll Factory,BBQ,C5603,3,1220,5,57,918,354,Cash,Delivered
ZM104604,2020-07-07,2020,July,Bangalore,BBQ Nation,Burger,C5604,5,1771,101,75,1495,250,Card,Delivered
ZM104605,2024-05-06,2024,May,Hyderabad,Burger Point,Biryani,C5605,2,1328,110,92,950,360,UPI,Cancelled
ZM104606,2023-08-04,2023,August,Mumbai,Pizza Hub,BBQ,C5606,3,2062,31,57,1393,695,Card,Cancelled
ZM104607,2023-01-24,2023,January,Delhi,Burger Point,Pizza,C5607,5,2355,45,77,1892,495,Cash,Delivered
ZM104608,2021-03-24,2021,March,Pune,BBQ Nation,Biryani,C5608,1,1368,21,33,1115,265,Card,Delivered
ZM104609,2024-03-23,2024,March,Kolkata,Chinese Wok,BBQ,C5609,4,2025,187,64,1530,372,UPI,Cancelled
ZM104610,2022-06-27,2022,June,Pune,South Spice,Burger,C5610,5,515,37,67,314,231,UPI,Delivered
ZM104611,2022-10-24,2022,October,Kolkata,Pizza Hub,BBQ,C5611,3,1438,79,32,937,454,UPI,Delivered
ZM104612,2023-12-27,2023,December,Hyderabad,South Spice,Rolls,C5612,3,2193,110,53,1755,381,UPI,Delivered
ZM104613,2024-10-01,2024,October,Delhi,Roll Factory,Chinese,C5613,2,2168,108,42,1358,744,UPI,Delivered
ZM104614,2025-03-28,2025,March,Chennai,Chinese Wok,Chinese,C5614,1,1687,27,28,1123,565,UPI,Cancelled
ZM104615,2026-03-26,2026,March,Delhi,South Spice,Pizza,C5615,4,2312,177,83,1802,416,Card,Delivered
ZM104616,2020-05-22,2020,May,Pune,Burger Point,BBQ,C5616,5,2315,78,90,1555,772,Card,Delivered
ZM104617,2021-06-04,2021,June,Pune,Chinese Wok,South Indian,C5617,4,1977,116,70,1516,415,UPI,Delivered
ZM104618,2024-02-14,2024,February,Hyderabad,Roll Factory,Pizza,C5618,5,617,42,47,506,116,Cash,Delivered
ZM104619,2023-01-25,2023,January,Delhi,Roll Factory,Chinese,C5619,3,1295,64,57,857,431,UPI,Delivered
ZM104620,2020-08-03,2020,August,Bangalore,Biryani House,Biryani,C5620,4,2348,179,96,1540,725,Card,Delivered
ZM104621,2025-01-01,2025,January,Kolkata,Biryani House,Biryani,C5621,5,1956,153,46,1625,224,UPI,Delivered
ZM104622,2020-09-06,2020,September,Hyderabad,Biryani House,Chinese,C5622,2,840,70,22,704,88,Cash,Cancelled
ZM104623,2021-04-25,2021,April,Bangalore,Chinese Wok,Burger,C5623,5,1976,22,96,1501,549,UPI,Delivered
ZM104624,2022-12-21,2022,December,Kolkata,Roll Factory,South Indian,C5624,2,432,92,49,299,90,Card,Delivered
ZM104625,2022-10-06,2022,October,Kolkata,South Spice,BBQ,C5625,3,981,7,88,685,377,UPI,Delivered
ZM104626,2021-01-31,2021,January,Hyderabad,BBQ Nation,Chinese,C5626,1,1242,126,86,901,301,Cash,Delivered
ZM104627,2023-04-20,2023,April,Mumbai,Roll Factory,South Indian,C5627,1,806,85,24,536,209,UPI,Cancelled
